time,control,x,theta1,theta2,xdot,theta1dot,theta2dot
5.600000000000000533e-01,5.531474445588148825e+00,5.343377973617728927e-01,3.479794644431140505e+00,3.597822329522441187e+00,1.723868066860154036e+00,9.333311003765695224e-01,2.950860389841749032e-01
5.999999999999999778e-01,5.288660678316192687e+00,6.050456898630153235e-01,3.515425190576940029e+00,3.607383233796809918e+00,1.810325598450820861e+00,8.386281322199221622e-01,1.894952513042982289e-01
6.400000000000000133e-01,5.075835770013325643e+00,6.788992348084571526e-01,3.545860386419830146e+00,3.613484443432400273e+00,1.881552254026486626e+00,6.763549734279450387e-01,1.204666045404591129e-01
6.800000000000000488e-01,4.839669859569170285e+00,7.553595018372303294e-01,3.568806491157382244e+00,3.617346680603178211e+00,1.940995764730966355e+00,4.672965316450506390e-01,7.520252024860782369e-02
7.199999999999999734e-01,4.484877677151873243e+00,8.339762074232747180e-01,3.582747662926168530e+00,3.619620106185894137e+00,1.989637575082914500e+00,2.292223578966919029e-01,3.848990350219079482e-02
7.600000000000000089e-01,3.914792806435376971e+00,9.142598302611301131e-01,3.586739732861080832e+00,3.620341995872995877e+00,2.024574375301613216e+00,-2.713925957058853713e-02,-4.828571026609536007e-03
8.000000000000000444e-01,3.064283471406253234e+00,9.955304723185919302e-01,3.580122472275467871e+00,3.618963747154599453e+00,2.039236817463015328e+00,-2.982702939981397017e-01,-6.881202225784029125e-02
8.399999999999999689e-01,1.919223997281960248e+00,1.076798562649567303e+00,3.562273859973219103e+00,3.614402822672373450e+00,2.024743275162825373e+00,-5.856916071065976226e-01,-1.661295269388885498e-01
8.800000000000000044e-01,5.336748412789213969e-01,1.156711685717035420e+00,3.532476595932667607e+00,3.605095707521274839e+00,1.971852453191951682e+00,-8.925455774344274174e-01,-3.082587485500422608e-01
9.200000000000000400e-01,-9.417468750123199062e-01,1.233591671397515022e+00,3.489952671373821147e+00,3.589029421274513521e+00,1.873534109718012930e+00,-1.218612741439422997e+00,-5.063105580862449218e-01
9.599999999999999645e-01,-2.230613340795581490e+00,1.305598698269867519e+00,3.434156481027422547e+00,3.563728809307581624e+00,1.728756115706872265e+00,-1.552451458516711069e+00,-7.722288571914729394e-01
1.000000000000000000e+00,-2.955141484440023003e+00,1.371074911636284588e+00,3.365439083608122939e+00,3.526218075914406835e+00,1.547650210267530690e+00,-1.861012946990795669e+00,-1.118411351124163122e+00
1.040000000000000036e+00,-2.768190220146562464e+00,1.429077330312285232e+00,3.286049344963419383e+00,3.473110044325638412e+00,1.355719863353217924e+00,-2.083755112478461680e+00,-1.551152105072914678e+00
1.080000000000000071e+00,-1.527137986510591849e+00,1.479958462924834794e+00,3.201013709221752546e+00,3.401153566411304840e+00,1.191913732211733246e+00,-2.144807665344613312e+00,-2.054781956057713188e+00
1.120000000000000107e+00,6.458307002493730575e-01,1.525697734626936253e+00,3.118079387391327284e+00,3.308465564458898722e+00,1.098215734371602359e+00,-1.986363918051797128e+00,-2.575685749046083384e+00
1.159999999999999920e+00,3.338257923592912846e+00,1.569760007375077260e+00,3.046294237610825739e+00,3.196051494459209330e+00,1.106793407642217009e+00,-1.601226596388185763e+00,-3.025710902236591782e+00
1.199999999999999956e+00,5.437860832147573653e+00,1.616468503619320263e+00,2.993654686197517290e+00,3.068671736029243480e+00,1.228761062862307574e+00,-1.045677671087726690e+00,-3.310055633774018791e+00
1.239999999999999991e+00,4.166288684779355656e+00,1.669674472848241997e+00,2.964125359909087543e+00,2.934386308214826933e+00,1.430171944976269760e+00,-4.581170268177375826e-01,-3.363170259631503178e+00
1.280000000000000027e+00,-5.678443386885253297e+00,1.729764445582270715e+00,2.952729806625481679e+00,2.802975709226525058e+00,1.572962418424942888e+00,-1.377666163129525612e-01,-3.168970605572767774e+00
1.320000000000000062e+00,-3.016135312230682430e+01,1.787773173468476529e+00,2.936238271002744593e+00,2.684204612847633342e+00,1.329914014817633605e+00,-6.867120051833929262e-01,-2.748879552806883897e+00
1.360000000000000098e+00,-6.622949784694868924e+01,1.817583044044122964e+00,2.860615705011521737e+00,2.587822673688812358e+00,1.778574144672695478e-01,-3.031311404016586497e+00,-2.059864147928069933e+00
1.400000000000000133e+00,-7.734912019825668494e+01,1.777148201184696852e+00,2.647380043605803035e+00,2.527975624147200673e+00,-2.127341326074258188e+00,-7.335104342294891389e+00,-1.027286852844407905e+00
1.439999999999999947e+00,-2.968586930321616535e+01,1.647289248078509072e+00,2.300804499374832890e+00,2.477117853691973348e+00,-4.271136823342361666e+00,-9.363966688880273281e+00,-2.088510254177991410e+00
1.479999999999999982e+00,1.604143377206107246e+01,1.469665902446111172e+00,1.964306859654990189e+00,2.341756891026065990e+00,-4.624115519612482572e+00,-7.379011181973170075e+00,-4.763164563403433860e+00
1.520000000000000018e+00,3.226846033546154757e+01,1.303361996720246996e+00,1.712284158629197250e+00,2.134708833472538814e+00,-3.722497816356311162e+00,-5.359499940613781099e+00,-5.471282254436735215e+00
1.560000000000000053e+00,3.192540149660081283e+01,1.179565138304154770e+00,1.522112410507481473e+00,1.924202606680750494e+00,-2.489024440560675178e+00,-4.270365330209277666e+00,-4.998052668608719884e+00
1.600000000000000089e+00,2.658757255330920799e+01,1.102680064622002520e+00,1.363132020899634922e+00,1.737030144332458503e+00,-1.368641650288914269e+00,-3.759377490867612970e+00,-4.342438176932081006e+00
1.640000000000000124e+00,2.100843152480833709e+01,1.066037001528576278e+00,1.219404270649008248e+00,1.573574484705372090e+00,-4.717973567017644254e-01,-3.481084396410520476e+00,-3.822680316563261460e+00
1.679999999999999938e+00,1.654883752995579371e+01,1.061004032087081717e+00,1.085233804395848933e+00,1.427721948861279344e+00,2.146823668863495904e-01,-3.266321030621661681e+00,-3.463729419807386023e+00
1.719999999999999973e+00,1.329828837675519182e+01,1.080059028696780388e+00,9.594094581525195453e-01,1.293959823703714873e+00,7.341639610812249472e-01,-3.054799806792953376e+00,-3.217779200778267956e+00
1.760000000000000009e+00,1.095922796391012710e+01,1.117375322969510032e+00,8.420823515024997707e-01,1.168768422116295502e+00,1.128752298551272348e+00,-2.835908560409872603e+00,-3.034893664955089942e+00
1.800000000000000044e+00,9.206749808580587668e+00,1.168603443545475074e+00,7.334735949105998243e-01,1.050332353953487008e+00,1.430527153657673356e+00,-2.615307170805851733e+00,-2.880163658693398965e+00
1.840000000000000080e+00,7.808899313040868151e+00,1.230469797481264171e+00,6.335405144249244280e-01,9.379322479612046681e-01,1.661317071866491801e+00,-2.399696312457328506e+00,-2.733631648491301025e+00
1.880000000000000115e+00,6.631584659513564795e+00,1.300423781739837192e+00,5.420234557410723575e-01,8.314407257597914436e-01,1.835478759590962516e+00,-2.192747462178471718e+00,-2.585507701384422319e+00
1.919999999999999929e+00,5.605056781000398836e+00,1.376398933618262044e+00,4.585571515475528326e-01,7.310037304648910883e-01,1.962875656239739808e+00,-1.995789588250759472e+00,-2.431808772306618405e+00
1.959999999999999964e+00,4.692662940331147503e+00,1.456674011568137361e+00,3.827396854428883888e-01,6.368613784122596488e-01,2.050910107128607329e+00,-1.809152669543333092e+00,-2.271744280380987746e+00
2.000000000000000000e+00,3.873061825451631801e+00,1.539795711415146373e+00,3.141605332486641644e-01,5.492475070171858320e-01,2.105576729724256246e+00,-1.632830760095843825e+00,-2.106364824737020580e+00
2.040000000000000036e+00,3.132792380844760416e+00,1.624531679747152735e+00,2.524121296269276060e-01,4.683318596173025594e-01,2.131927198218670050e+00,-1.466624095446490195e+00,-1.937769359828203530e+00
2.080000000000000071e+00,2.463635748810201864e+00,1.709837254416641361e+00,1.970977424962361835e-01,3.941898766586543479e-01,2.134294483365311468e+00,-1.310165719294088538e+00,-1.768524678906580050e+00
2.120000000000000107e+00,1.861273054749093214e+00,1.794829801731181451e+00,1.478367741508609945e-01,3.267930510540993372e-01,2.116449567697383571e+00,-1.163008526893106964e+00,-1.601227831141545099e+00
2.160000000000000142e+00,1.323946937371959676e+00,1.878768865660401355e+00,1.042655531745606406e-01,2.660138455131312307e-01,2.081735230041713347e+00,-1.024753153773279468e+00,-1.438219308626305759e+00
2.200000000000000178e+00,8.510141302058367163e-01,1.961041080328205233e+00,6.603351742474899977e-02,2.116392352616457417e-01,2.033169831684245032e+00,-8.951456597658027370e-01,-1.281435631688120358e+00
2.240000000000000213e+00,4.416457668115751911e-01,2.041148419081529664e+00,3.279689498042114015e-02,1.633879879056146234e-01,1.973509720715175719e+00,-7.741039426098286214e-01,-1.132363925815830008e+00
2.280000000000000249e+00,9.391305071579141017e-02,2.118698130586678108e+00,4.212727670658546371e-03,1.209284528000358766e-01,1.905270614547651009e+00,-6.616745411945624822e-01,-9.920560976624109850e-01
2.319999999999999840e+00,-1.956405699591917680e-01,2.193392944391374666e+00,-2.006452511287000820e-02,8.389515376730923013e-02,1.830719181244797156e+00,-5.579468638468743080e-01,-8.611704273386978636e-01
2.359999999999999876e+00,-4.319720952519207624e-01,2.265020671466755342e+00,-4.038276773826355442e-02,5.190349534697199368e-02,1.751850738783947703e+00,-4.629574751815744849e-01,-7.400220827640050514e-01
2.399999999999999911e+00,-6.211754543838206022e-01,2.333442941650652358e+00,-5.708856664779090456e-02,2.456241473655030455e-02,1.670367999786954938e+00,-3.766103873900792931e-01,-6.286344728250385927e-01
2.439999999999999947e+00,-7.699365168489905598e-01,2.398583328162832373e+00,-7.052089975463422811e-02,1.485010204574650989e-03,1.587671389638591890e+00,-2.986280097720891979e-01,-5.267890162434551993e-01
2.479999999999999982e+00,-8.849533565371732191e-01,2.460415419625325395e+00,-8.100365146392672633e-02,-1.770277717966999356e-02,1.504865951526625834e+00,-2.285365141000985367e-01,-4.340730041018242558e-01
2.520000000000000018e+00,-9.724316806444184280e-01,2.518951501636392365e+00,-8.883813368019952139e-02,-3.335534946523992933e-02,1.422784904829480723e+00,-1.656813225095587483e-01,-3.499255025880743664e-01
2.560000000000000053e+00,-1.037716909135008692e+00,2.574232444281080667e+00,-9.429665187169415652e-02,-4.580242091059864851e-02,1.342026480734814786e+00,-1.092639276333597226e-01,-2.736809504635796531e-01
2.600000000000000089e+00,-1.085078981196045511e+00,2.626319224231952187e+00,-9.761776087483772790e-02,-5.534566835319847111e-02,1.262998985334531588e+00,-5.838998351241070361e-02,-2.046098861562580806e-01
2.640000000000000124e+00,-1.117632546089769585e+00,2.675286306276059456e+00,-9.900347797397539285e-02,-6.225693873704819803e-02,1.185968909365327617e+00,-1.211970357155071898e-02,-1.419562638550321276e-01
2.680000000000000160e+00,-1.137356471721942652e+00,2.721216921017238555e+00,-9.861841434026595576e-02,-6.677787193382736519e-02,1.111107829143539893e+00,3.048594378681741823e-02,-8.497103629711814932e-02
2.720000000000000195e+00,-1.145170439697080100e+00,2.764200134730856462e+00,-9.659058594850915280e-02,-6.912078971180352083e-02,1.038535294262119768e+00,7.032683960324562222e-02,-3.294198998926590322e-02
2.760000000000000231e+00,-1.141027967511466512e+00,2.804329526459617750e+00,-9.301357742105435811e-02,-6.947070699145825590e-02,9.683564505923571986e-01,1.082339675338281626e-01,1.477986615440260269e-02
2.800000000000000266e+00,-1.123988541736682389e+00,2.841703265791149846e+00,-8.794974509476514990e-02,-6.798833879784392520e-02,9.006945633296856712e-01,1.449468489961429629e-01,5.875678244232580144e-02
2.839999999999999858e+00,-1.092229486078705847e+00,2.876425416488800124e+00,-8.143424400317311740e-02,-6.481400355942351643e-02,8.357198613073058002e-01,1.810947054173487059e-01,9.944283022648570114e-02
2.879999999999999893e+00,-1.042939697076279648e+00,2.908608374655789142e+00,-7.347984584415445664e-02,-6.007235798815774991e-02,7.736774559799023399e-01,2.171756704233870905e-01,1.371636077859602065e-01
2.919999999999999929e+00,-9.719810063561461488e-01,2.938376501376959826e+00,-6.408281747485439217e-02,-5.387793810028303210e-02,7.149191380390488293e-01,2.535245999765926572e-01,1.720960664293509912e-01
2.959999999999999964e+00,-8.730662460430915761e-01,2.965871286642412841e+00,-5.323067223396547865e-02,-4.634152328238332064e-02,6.599480679724069043e-01,2.902518262201491117e-01,2.042473654971614372e-01
3.000000000000000000e+00,-7.359251277721080564e-01,2.991258931675444099e+00,-4.091368783954309890e-02,-3.757738649921497920e-02,6.094947975217419600e-01,3.271165587048317502e-01,2.334315246234194563e-01
3.040000000000000036e+00,-5.425707695475371350e-01,3.014742375644877903e+00,-2.714433381223065045e-02,-2.771154959591339700e-02,5.646629885308157570e-01,3.632590523154681228e-01,2.592422803085296379e-01
3.080000000000000071e+00,-2.615048151108507191e-01,3.036581994726888389e+00,-1.199311729578325832e-02,-1.689123609071841933e-02,5.272163324311157639e-01,3.966494657409455615e-01,2.810201345581955779e-01
3.120000000000000107e+00,1.508228982220220782e-01,3.057132130936654146e+00,4.344773082903008801e-03,-5.295757812879589924e-03,5.000816868141993998e-01,4.231006774704156870e-01,2.978145119971570276e-01
3.160000000000000142e+00,6.722086360230621338e-01,3.076896225463969792e+00,2.144582535355480865e-02,6.851432006769676147e-03,4.877774463794824489e-01,4.353929087900972883e-01,3.083729586738582773e-01
3.200000000000000178e+00,6.722086360230621338e-01,3.096537691680102622e+00,3.863811235839816061e-02,1.927428997806047983e-02,4.937985761038059529e-01,4.282141534660394155e-01,3.113930039012610673e-01
